State,Pollster,Date,Type,Sample,Dem,GOP,Kennedy,Stein,Oliver,West,Matchup,Partisan,Private,"Sample
size[b]","Others/
Undecided"
National,Outward Intelligence,08/29/2024,LV,,53.0,47.0,,,,,Y,,,2191,
MN,SurveyUSA,08/29/2024,LV,426,48.0,43.0,,,,,Y,,,,
PA,Wick,08/29/2024,LV,1607,47.0,48.0,,,,,Y,,,,
MT,Fabrizio Ward,08/29/2024,LV,600,41.0,56.0,,,,,Y,,,,
WI,SSRS,08/29/2024,LV,976,50.0,44.0,,,,,Y,,,,
NV,SSRS,08/29/2024,LV,626,48.0,47.0,,,,,Y,,,,
GA,SSRS,08/29/2024,LV,617,48.0,47.0,,,,,Y,,,,
MI,SSRS,08/29/2024,LV,708,48.0,43.0,,,,,Y,,,,
PA,SSRS,08/29/2024,LV,789,47.0,47.0,,,,,Y,,,,
PA,Wick,08/29/2024,LV,1607,49.0,49.0,,,,,Y,,,,
TX,Lake Research Partners,08/29/2024,RV,800,43.0,51.0,,2.0,2.0,,Y,,,,
National,TIPP,08/30/2024,RV,,48.0,45.0,,,,,Y,,,1386,
MD,Gonzales,08/30/2024,RV,820,56.0,35.0,,,,,Y,,,,
WI,Trafalgar,08/30/2024,LV,1083,46.0,47.0,,,,,Y,R,,,
MI,Trafalgar,08/30/2024,LV,1089,47.0,47.0,,,,,Y,R,,,
PA,Trafalgar,08/30/2024,LV,1082,45.0,47.0,,,,,Y,R,,,
TX,Quantas,08/30/2024,RV,1000,44.0,52.0,,,,,Y,R,,,
AZ,InsiderAdvantage,08/31/2024,LV,800,48.4,48.6,,,,,Y,,,,
NV,InsiderAdvantage,08/31/2024,LV,800,47.0,48.0,,,,,Y,,,,
GA,InsiderAdvantage,08/31/2024,LV,800,48.3,47.6,,,,,Y,,,,
NC,InsiderAdvantage,08/31/2024,LV,800,48.0,49.0,,,,,Y,,,,
TX,UT Texas,08/31/2024,LV,,44.0,49.0,,,,,Y,,,,
National,Morning Consult,08/31/2024,LV,,48.0,45.0,,,,,Y,,,400,
National,McLaughlin & Associates,09/01/2024,LV,,47.0,49.0,,,,,Y,R,,1778,
MI,Cygnal,09/01/2024,LV,600,47.0,46.0,,,,,Y,,,,
OH,SoCal,09/01/2024,LV,600,43.0,52.0,,,,,Y,,,,
AK,Cygnal,09/01/2024,LV,400,43.0,53.0,,,,,Y,R,,,
National,Pew,09/02/2024,RV,,49.0,49.0,,,,,Y,,,8044,
AR,Hendrix,09/02/2024,LV,696,40.0,55.0,1.0,0.0,1.0,,Y,,,,
IN,Lake Research Partners,09/02/2024,LV,600,42.0,52.0,,,,,Y,D,,,
NH,St. Anselm,09/02/2024,LV,2241,51.0,43.0,,1.0,1.0,0.0,Y,,,,
NC,Bullfinch,09/03/2024,RV,600,49.0,48.0,,,,,Y,,,,
National,Morning Consult,09/03/2024,LV,,48.0,45.0,,,,,Y,,,4000,
National,YouGov,09/03/2024,RV,,47.0,45.0,,1.0,,9.0,Y,,,1369,
National,Big Data,09/03/2024,LV,,50.0,50.0,,,,,Y,,,3047,
FL,Bullfinch,09/03/2024,RV,600,47.0,48.0,,,,,Y,,,,
GA,Bullfinch,09/03/2024,RV,600,49.0,47.0,,,,,Y,,,,
NV,YouGov,09/03/2024,RV,800,49.0,46.0,,,,,Y,,,,
WI,YouGov,09/03/2024,RV,900,47.0,44.0,,,,,Y,,,,
MI,YouGov,09/03/2024,RV,1000,48.0,43.0,,,,,Y,,,,
AZ,YouGov,09/03/2024,RV,900,45.0,47.0,,,,,Y,,,,
GA,YouGov,09/03/2024,RV,1000,45.0,47.0,,,,,Y,,,,
NC,YouGov,09/03/2024,RV,1000,46.0,47.0,,,,,Y,,,,
PA,YouGov,09/03/2024,RV,1000,46.0,45.0,,,,,Y,,,,
National,Morning Consult,09/04/2024,LV,,49.0,46.0,,,,,Y,,,"11,000",
National,Public Religon Institute,09/04/2024,RV,,50.0,47.0,,,,,Y,,,,
National,Emerson,09/04/2024,LV,,51.0,48.0,,,,,Y,,,1000,
WI,Marquette,09/05/2024,LV,822,48.0,43.0,6.0,1.0,1.0,1.0,N,,,,
AZ,TIPP,09/05/2024,RV,1015,48.0,48.0,,,,,Y,,,,
TX,Emerson,09/05/2024,LV,,46.0,50.0,,,,,Y,,,,
OH,Emerson,09/05/2024,LV,,43.0,53.0,,,,,Y,,,,
CA,Emerson,09/05/2024,LV,,60.0,36.0,,,,,Y,,,,
National,Outward Intelligence,09/05/2024,LV,,52.0,48.0,,,,,Y,,,1890,
National,RMG,09/05/2024,LV,,50.0,48.0,,,,,Y,,,2701,
FL,Emerson,09/05/2024,LV,815,45.0,50.0,,,,,Y,,,,
National,Cygnal,09/05/2024,LV,,49.0,47.0,,,,,Y,,,1510,
National,Marist,09/05/2024,LV,,49.0,48.0,,,,,Y,,,1413,
National,HarrisX,09/05/2024,LV,,45.0,45.0,,1.0,,1.0,Y,,,1203,
WI,Marquette,09/05/2024,LV,822,52.0,48.0,,,,,Y,,,,
National,HarrisX,09/05/2024,LV,,50.0,50.0,,,,,Y,,,1203,
VA,Virginia Commonwealth,09/06/2024,RV,749,49.0,35.0,,1.0,1.0,,Y,,,,
GA,FAU,09/06/2024,LV,567,45.0,47.0,,,,,Y,,,,
MI,co/efficient,09/06/2024,LV,931,47.0,47.0,,,,,Y,,,,
National,Siena College,09/06/2024,LV,,47.0,48.0,,,,,Y,,,1695,
PA,co/efficient,09/06/2024,LV,889,46.0,48.0,,,,,Y,,,,
NC,FAU,09/06/2024,LV,619,47.0,48.0,,,,,Y,,,,
MI,YouGov,09/06/2024,LV,,50.0,49.0,,,,,Y,,,,
PA,YouGov,09/06/2024,LV,,50.0,50.0,,,,,Y,,,,
WI,YouGov,09/06/2024,LV,,51.0,49.0,,,,,Y,,,,
WI,co/efficient,09/06/2024,LV,917,47.0,47.0,,,,,Y,,,,
AZ,SoCal,09/07/2024,LV,735,49.0,48.0,,,,,Y,R,,,
OR,GBAO,09/07/2024,LV,600,53.0,42.0,,,,,Y,,Y,,
NC,SurveyUSA,09/07/2024,LV,600,49.0,46.0,,,,,Y,,,,
TX,Morning Consult,09/08/2024,LV,,43.0,52.0,,,,,Y,,,,
CO,Morning Consult,09/08/2024,LV,,55.0,40.0,,,,,Y,,,,
GA,Quinnipiac,09/08/2024,LV,969,45.0,49.0,,,,,Y,,,,
MD,Morning Consult,09/08/2024,LV,,62.0,34.0,,,,,Y,,,,
VA,Morning Consult,09/08/2024,LV,,52.0,42.0,,,,,Y,,,,
NC,Quinnipiac,09/08/2024,LV,940,49.0,46.0,,,,,Y,,,,
NV,Morning Consult,09/08/2024,LV,,48.0,48.0,,,,,Y,,,,
MI,Morning Consult,09/08/2024,LV,,49.0,46.0,,,,,Y,,,,
MN,Morning Consult,09/08/2024,LV,,51.0,44.0,,,,,Y,,,,
FL,Morning Consult,09/08/2024,LV,,47.0,49.0,,,,,Y,,,,
OH,Morning Consult,09/08/2024,LV,,44.0,52.0,,,,,Y,,,,
WI,Morning Consult,09/08/2024,LV,,49.0,46.0,,,,,Y,,,,
PA,Morning Consult,09/08/2024,LV,,49.0,46.0,,,,,Y,,,,
National,Morning Consult,09/08/2024,LV,,49.0,46.0,,,,,Y,,,10607,
National,Big Village,09/08/2024,LV,,49.0,45.0,,,,,Y,,,1546,
NC,Morning Consult,09/08/2024,LV,,48.0,48.0,,,,,Y,,,,
RI,YouGov,09/08/2024,A,500,53.0,27.0,9.0,,,,N,,,,
AZ,Morning Consult,09/08/2024,LV,,47.0,49.0,,,,,Y,,,,
GA,Morning Consult,09/08/2024,LV,,48.0,48.0,,,,,Y,,,,
MN,Embold,09/08/2024,LV,1616,49.0,45.0,,,,,Y,,,,
VA,Washington Post,09/08/2024,LV,,51.0,43.0,,,,,Y,,,,
TX,CWS Research,09/09/2024,LV,504,41.0,51.0,,,,,Y,R,,,
WI,Redfield,09/09/2024,LV,626,49.0,46.0,,,,,Y,,,,
PA,Redfield,09/09/2024,LV,801,45.0,45.0,,,1.0,,Y,,,,
NC,Redfield,09/09/2024,LV,495,45.0,44.0,,,,,Y,,,,
NM,Redfield,09/09/2024,LV,521,49.0,44.0,,,,,Y,,,,
NV,Redfield,09/09/2024,LV,698,45.0,46.0,,1.0,1.0,,Y,,,,
MN,Redfield,09/09/2024,LV,617,51.0,44.0,,,,,Y,,,,
MI,Redfield,09/09/2024,LV,556,48.0,45.0,,1.0,1.0,,Y,,,,
FL,Redfield,09/09/2024,LV,1465,44.0,50.0,,,,,Y,,,,
AZ,Redfield,09/09/2024,LV,765,46.0,47.0,,1.0,1.0,,Y,,,,
GA,Redfield,09/09/2024,LV,562,47.0,49.0,,1.0,,,Y,,,,
VA,Research America,09/09/2024,LV,756,48.0,46.0,,,,,Y,,,,
AZ,DataOrbital,09/09/2024,LV,550,46.0,46.2,,,,,Y,,,,
CA,Public Policy Institute,09/09/2024,LV,1017,60.0,29.0,4.0,1.0,1.0,,Y,,,,
National,Morning Consult,09/10/2024,LV,,50.0,46.0,,,,,Y,,,3204,
MI,Mitchell Research,09/10/2024,LV,600,48.0,48.0,,,,,Y,,,,
National,YouGov,09/10/2024,LV,,45.0,45.0,,1.0,,1.0,Y,,,1464,
MI,Mitchell Research,09/10/2024,LV,600,47.0,46.0,3.0,1.0,0.0,0.0,N,,,,
National,Morning Consult,09/11/2024,LV,,50.0,45.0,,,,,Y,,,3317,
National,Leger,09/11/2024,LV,,50.0,47.0,,,,,Y,,,1174,
National,YouGov,09/11/2024,LV,,49.0,45.0,,1.0,,,Y,,,1022,
IA,Selzer,09/11/2024,LV,656,43.0,47.0,6.0,,1.0,,Y,,,,
National,Redfield,09/12/2024,LV,,44.0,42.0,,1.0,1.0,,Y,,,1952,
NH,Saint Anselm,09/12/2024,LV,2241,51.0,43.0,,1.0,1.0,1.0,Y,R,,,
NV,Trafalgar,09/12/2024,LV,1079,45.0,44.0,,,,,Y,R,,,
WI,InsiderAdvantage,09/12/2024,LV,800,49.0,47.0,,,,,Y,,,,
MO,GQR,09/12/2024,LV,645,44.0,55.0,,,,,Y,,,,
NC,Quantus,09/12/2024,LV,815,47.0,48.0,,,,,Y,R,,,
AK,Alaska Survey Research,09/12/2024,LV,1254,42.0,47.0,4.0,,,,N,,,,
MI,InsiderAdvantage,09/12/2024,LV,800,48.0,49.0,,,,,Y,,,,
AZ,Trafalgar,09/12/2024,LV,1088,46.0,47.0,,,,,Y,R,,,
National,Atlas Intel,09/12/2024,LV,,48.0,50.9,,,,,Y,,,497,
National,Ipsos/Reuters,09/12/2024,RV,,47.0,42.0,,,,,Y,,,1405,
National,RMG,09/12/2024,RV,,51.0,47.0,,,,,Y,,,2756,
NC,Elon,09/13/2024,RV,800,46.0,45.0,,,,,Y,,,,
MO,Change Research,09/13/2024,RV,1237,41.0,50.0,,,,,Y,,,,
National,Angus Reid Global,09/13/2024,RV,,49.0,45.0,,,,,Y,,,3016,
GA,Trafalgar,09/13/2024,LV,,45.0,46.0,,,,,Y,R,,,
PA,InsiderAdvantage,09/13/2024,LV,800,48.0,50.0,,,,,Y,,,,
MO,Emerson,09/13/2024,LV,,43.0,55.0,,,,,Y,,,,
IN,Emerson,09/13/2024,LV,1000,41.0,58.0,,,,,Y,,,,
MD,Emerson,09/13/2024,LV,890,65.0,33.0,,,,,Y,,,,
National,Data for Progress,09/13/2024,LV,,50.0,46.0,,,,,Y,,,1283,
NM,Research & Polling,09/13/2024,LV,532,49.0,39.0,,,,,Y,,,,
National,YouGov,09/13/2024,LV,,49.0,45.0,,,,,Y,,,,
National,HarrisX,09/13/2024,RV,,52.0,48.0,,,,,Y,,,3018,
NC,TIPP ,09/13/2024,LV,973,46.0,49.0,,,,,Y,,,,
National,TIPP,09/13/2024,RV,,47.0,43.0,,,,,Y,,,1721,
National,Ipsos/Reuters,09/13/2024,LV,,52.0,46.0,,,,,Y,,,2196,
WI,AARP,09/14/2024,LV,600,49.0,48.0,,,,,Y,,,,
CO,Keating Research,09/14/2024,LV,500,53.0,42.0,,,,,Y,,,,
ME2,Pan Atlantic,09/15/2024,LV,,42.0,49.0,,,,,Y,,,,
ME1,Pan Atlantic,09/15/2024,LV,,58.0,32.0,,,,,Y,,,,
ME,Pan Atlantic,09/15/2024,LV,812,50.0,41.0,,,,,Y,,,,
PA,Franklin & Marshall,09/15/2024,RV,890,49.0,46.0,,1.0,1.0,,Y,,,,
PA,Suffolk,09/15/2024,LV,500,49.0,46.0,,,,,Y,,,,
GA,UGA,09/15/2024,LV,1000,44.0,47.0,,,,1.0,Y,,,,
National,Big Village,09/15/2024,LV,,51.0,43.0,,,,,Y,,,1568,
National,Morning Consult,09/15/2024,LV,,51.0,45.0,,,,,Y,,,110222,
National,Beacon Shaw,09/16/2024,LV,,50.0,48.0,,,,,Y,,,876,
National,HarrisX,09/16/2024,RV,,51.0,49.0,,,,,Y,,,1505,
National,JL Partners,09/16/2024,LV,,47.0,45.0,,,,,Y,,,1000,
National,JL Partners,09/16/2024,LV,,43.0,42.0,,,,,Y,,,1000,
National,Siena College,09/16/2024,LV,,47.0,47.0,,,,,Y,,,2437,
RI,UNH,09/16/2024,LV,683,58.0,38.0,,2.0,0.0,,Y,,,,
PA,FocalData,09/16/2024,LV,,50.8,49.2,,,,,Y,,,,
NH,UNH,09/16/2024,LV,1695,54.0,43.0,,0.0,1.0,,Y,,,,
NC,Cygnal,09/16/2024,LV,600,45.3,45.6,,0.0,1.0,2.0,Y,,,,
WI,Quinnipiac,09/16/2024,LV,1075,48.0,47.0,,1.0,,,Y,,,,
PA,Washington Post,09/16/2024,LV,1003,48.0,48.0,,,,,Y,,,,
PA,Siena,09/16/2024,LV,1082,50.0,46.0,,,,,Y,,,,
MI,Quinnipiac,09/16/2024,LV,905,50.0,45.0,,2.0,,,Y,,,,
WI,FocalData,09/16/2024,LV,,53.1,46.9,,,,,Y,,,,
PA,Quinnipiac,09/16/2024,LV,1331,51.0,45.0,,1.0,1.0,,Y,,,,
AZ,FocalData,09/16/2024,LV,1097,50.7,49.3,,,,,Y,,,,
NY,Siena,09/16/2024,LV,1003,55.0,42.0,,,,,Y,,,,
NV,Noble Predictive,09/16/2024,LV,692,48.0,47.0,,,,,Y,,,,
MA,UNH,09/16/2024,LV,564,62.0,31.0,,2.0,0.0,,Y,,,,
GA,FocalData,09/16/2024,LV,1081,50.5,49.5,,,,,Y,,,,
MI,FocalData,09/16/2024,LV,,50.6,49.4,,,,,Y,,,,
NV,FocalData,09/16/2024,LV,,51.4,48.6,,,,,v,,,,
NC,FocalData,09/16/2024,LV,,47.1,52.9,,,,,Y,,,,
OH,FocalData,09/16/2024,LV,,46.7,53.3,,,,,Y,,,,
CA,Capitol Weekly,09/16/2024,LV,1054,59.0,34.0,3.0,2.0,,0.0,N,,,,
National,FAU,09/17/2024,LV,,49.0,45.0,,,,,Y,,,810,
National,NBC,09/17/2024,RV,,49.0,44.0,,,,,Y,,,1000,
National,Data for Progress,09/17/2024,LV,,50.0,45.0,,,,,Y,,,6125,
National,YouGov,09/17/2024,RV,,49.0,45.0,,1.0,,0.0,Y,,,1455,
PA,Marist,09/17/2024,LV,1476,49.0,49.0,,,,,Y,,,,
NC,Fabrizio Lee,09/17/2024,LV,600,47.0,50.0,,,,,Y,,,,
WI,Marist,09/17/2024,LV,1194,50.0,49.0,,,,,Y,,,,
MI,Marist,09/17/2024,LV,1138,52.0,47.0,,,,,Y,,,,
MD,PPP,09/17/2024,V,543,64.0,33.0,,,,,Y,,,,
PA,Morning Consult,09/18/2024,LV,,49.0,47.0,,,,,Y,,,,
TX,Morning Consult,09/18/2024,LV,,46.0,50.0,,,,,Y,,,,
VA,Morning Consult,09/18/2024,LV,,51.0,44.0,,,,,Y,,,,
WI,Morning Consult,09/18/2024,LV,,50.0,44.0,,,,,Y,,,,
WI,MassInc,09/18/2024,LV,800,53.0,46.0,,,,,Y,,,,
MA,MassInc,09/18/2024,LV,800,60.0,35.0,,,,,Y,,,,
OH,Morning Consult,09/18/2024,LV,,43.0,52.0,,,,,Y,,,,
MA,MassInc,09/18/2024,LV,800,60.0,32.0,3.0,1.0,,,N,,,,
TX,Texas Hispanic Policy Foundation,09/18/2024,LV,1200,44.0,50.0,,,,,Y,,,,
RI,MassInc,09/18/2024,LV,800,52.0,40.0,,,,,Y,,,,
MI,Suffolk,09/18/2024,LV,500,48.0,45.0,1.0,,,,Y,,,,
NM,SurveyUSA,09/18/2024,LV,619,50.0,42.0,,,,,Y,,,,
MN,Mason-Dixon,09/18/2024,LV,800,48.0,43.0,,,,,Y,,,,
NC,Morning Consult,09/18/2024,LV,,49.0,47.0,,,,,Y,,,,
MN,Morning Consult,09/18/2024,LV,,50.0,43.0,,,,,Y,,,,
MI,Morning Consult,09/18/2024,LV,,52.0,44.0,,,,,Y,,,,
WI,Emerson,09/18/2024,LV,1000,49.0,50.0,,,,,Y,,,,
NC,Emerson,09/18/2024,LV,1000,50.0,49.0,,,,,Y,,,,
PA,Emerson,09/18/2024,LV,880,48.0,47.0,,,,,Y,,,,
NV,Morning Consult,09/18/2024,LV,,51.0,47.0,,,,,Y,,,,
NV,Emerson,09/18/2024,LV,895,49.0,49.0,,,,,Y,,,,
MI,Emerson,09/18/2024,LV,875,50.0,49.0,,,,,Y,,,,
GA,Emerson,09/18/2024,LV,975,48.0,50.0,,,,,Y,,,,
AZ,Emerson,09/18/2024,LV,868,49.0,50.0,,,,,Y,,,,
NC,Victory Insights,09/18/2024,LV,600,45.0,49.0,,,,,Y,,,,
PA,MassInc,09/18/2024,LV,800,52.0,47.0,,,,,Y,,,,
MD,Morning Consult,09/18/2024,LV,,61.0,33.0,,,,,Y,,,,
GA,Morning Consult,09/18/2024,LV,,48.0,49.0,,,,,Y,,,,
AZ,Morning Consult,09/18/2024,LV,,48.0,47.0,,,,,Y,,,,
CO,Morning Consult,09/18/2024,LV,,53.0,42.0,,,,,Y,,,,
FL,Morning Consult,09/18/2024,LV,,47.0,50.0,,,,,Y,,,,
National,Outward Intelligence,09/19/2024,LV,,53.0,47.0,,,,,Y,,,1880,
PA,YouGov,09/19/2024,LV,800,48.0,46.0,,1.0,1.0,,Y,,,,
NV,Tarrance Group,09/19/2024,LV,600,47.0,44.0,,,,,Y,,,,
CT,MassInc,09/19/2024,LV,800,53.0,37.0,3.0,,,,N,,,,
MT,RMG,09/19/2024,LV,491,38.0,59.0,,,,,Y,,,,
FL,Redfield,09/19/2024,LV,1602,45.0,50.0,,,,,Y,,,,
MI,Redfield,09/19/2024,LV,993,46.0,45.0,,,1.0,,Y,,,,
MN,Redfield,09/19/2024,LV,703,50.0,44.0,,,,,Y,,,,
NV,Redfield,09/19/2024,LV,652,45.0,45.0,,,1.0,,Y,,,,
PA,Redfield,09/19/2024,LV,1086,47.0,47.0,,1.0,,,Y,,,,
MI,YouGov,09/19/2024,LV,650,48.0,43.0,2.0,2.0,2.0,,N,,,,
WI,Redfield,09/19/2024,LV,600,47.0,47.0,,,,,Y,,,,
AZ,Redfield,09/19/2024,LV,789,47.0,47.0,,1.0,1.0,,Y,,,,
DE,University of Delaware,09/19/2024,LV,383,56.0,36.0,3.0,,1.0,,Y,,,,
GA,Redfield,09/19/2024,LV,1043,46.0,48.0,,1.0,1.0,,Y,,,,
National,YouGov,09/19/2024,LV,,49.0,46.0,,1.0,,0.0,Y,,,450,
GA,TIPP,09/19/2024,LV,835,47.6,47.9,,,,,Y,,,,
PA,Muhlenberg,09/19/2024,LV,450,48.0,48.0,,,,,Y,,,,
National,RMG,09/19/2024,LV,,50.0,48.0,,,,,Y,,,2969,
NC,Redfield,09/19/2024,LV,868,47.0,48.0,,0.0,0.0,,Y,,,,
RI,Embold,09/20/2024,LV,862,52.0,38.0,,,,,Y,,,,
MT,Remington,09/20/2024,LV,800,39.0,56.0,,2.0,,,Y,R,,,
OH,RMG,09/20/2024,LV,781,43.0,54.0,,,,,Y,,,,
MI,Remington,09/20/2024,LV,800,49.0,47.0,,1.0,,,Y,R,,,
National,YouGov,09/20/2024,LV,,52.0,48.0,,,,,Y,,,,
PA,Remington,09/20/2024,LV,800,47.0,48.0,,,,,Y,R,,,
WI,Remington,09/20/2024,LV,800,48.0,48.0,,0.0,,1.0,Y,R,,,
NV,Remington,09/20/2024,LV,800,48.0,49.0,,,,,Y,R,,,
AZ,Siena,09/21/2024,LV,,45.0,50.0,,,,,Y,,,,
NC,Siena,09/21/2024,LV,,47.0,49.0,,,,,Y,,,,
GA,Siena,09/21/2024,LV,,45.0,49.0,,,,,Y,,,,
DE,Slingshot Strategies,09/21/2024,RV,500,54.0,37.0,,,,,Y,,,,
National,Morning Consult,09/22/2024,LV,,50.0,45.0,,,,,Y,,,11057,
PA,Susquehanna,09/22/2024,LV,700,46.0,46.0,,,,,Y,,,,
National,CNN/SSRS,09/22/2024,LV,,48.0,47.0,,1.0,2.0,,Y,,,2074,
National,Quinnipiac,09/22/2024,LV,,48.0,48.0,,,,,Y,,,1728,
National,Ipsos/Reuters,09/22/2024,LV,,50.0,44.0,,,,,Y,,,785,
PA,Monmouth,09/23/2024,RV,653,48.0,45.0,,,,,Y,,,,
NE,SurveyUSA,09/23/2024,LV,558,40.0,56.0,,,,,Y,D,,,
MD,UMD,09/23/2024,LV,1012,64.0,32.0,,,,,Y,,,,
WI,RMG,09/23/2024,LV,788,50.0,49.0,,,,,Y,,,,
AZ,Beacon,09/24/2024,LV,764,48.0,51.0,,,,,Y,,,,
GA,YouGov,09/24/2024,LV,1441,49.0,51.0,,,,,Y,,,,
AZ,Marist,09/24/2024,LV,1264,49.0,50.0,,,,,Y,,,,
GA,Marist,09/24/2024,LV,1220,49.0,50.0,,,,,Y,,,,
NC,Marist,09/24/2024,LV,1348,49.0,49.0,,,,,Y,,,,
VA,Emerson,09/24/2024,LV,860,53.0,46.0,,,,,Y,,,,
TX,Emerson,09/24/2024,LV,950,46.0,51.0,,,,,Y,,,,
GA,Beacon,09/24/2024,LV,707,51.0,48.0,,,,,Y,,,,
PA,Beacon,09/24/2024,LV,,49.0,49.0,,,,,Y,,,,
NC,Beacon,09/24/2024,LV,,49.0,50.0,,,,,Y,,,,
AZ,Suffolk,09/24/2024,LV,500,42.0,48.0,,1.0,1.0,,Y,,,,
NE2,CNN/SSRS,09/25/2024,LV,749,53.0,42.0,,1.0,1.0,1.0,Y,,,,
AZ,Morning Consult,09/25/2024,LV,977,50.0,47.0,,,,,Y,,,,
GA,Morning Consult,09/25/2024,LV,989,49.0,49.0,,,,,Y,,,,
MI,Morning Consult,09/25/2024,LV,894,50.0,47.0,,,,,Y,,,,
NV,Morning Consult,09/25/2024,LV,574,52.0,45.0,,,,,Y,,,,
NC,Morning Consult,09/25/2024,LV,889,50.0,48.0,,,,,Y,,,,
PA,Morning Consult,09/25/2024,LV,993,51.0,46.0,,,,,Y,,,,
WI,Morning Consult,09/25/2024,LV,849,51.0,48.0,,,,,Y,,,,
NY,Emerson,09/25/2024,LV,1000,54.0,40.0,,,,,Y,,,,
IN,ARW Strategies,09/25/2024,LV,600,39.0,55.0,,,,,Y,,,,
CA,USC,09/25/2024,LV,1685,58.0,36.0,,,,,Y,,,,
FL,Victory Insights,09/25/2024,LV,,47.0,45.0,,,,,Y,,,,
NV,Quantus Polls and News,09/25/2024,LV,628,48.0,49.0,,,,,Y,R,,,
PA,AtlasIntel,09/25/2024,LV,,48.1,51.0,,,,,Y,,,,
MI,AtlasIntel,09/25/2024,LV,,47.7,50.6,,,,,Y,,,,
WI,AtlasIntel,09/25/2024,LV,,48.2,49.7,,,,,Y,,,,
NV,TIPP,09/25/2024,LV,736,50.0,49.0,,,,,Y,,,,
AZ,AtlasIntel,09/25/2024,LV,,48.6,49.8,,,,,Y,,,,
GA,AtlasIntel,09/25/2024,LV,,49.0,49.6,,,,,Y,,,,
NC,AtlasIntel,09/25/2024,LV,,50.5,48.1,,,,,Y,,,,
NC,CNN/SSRS,09/25/2024,LV,931,48.0,48.0,,,,,Y,,,,
NV,AtlasIntel,09/25/2024,LV,,50.5,47.6,,,,,Y,,,,
AZ,BSG,09/25/2024,LV,,50.0,47.0,,,,,Y,,,,
PA,BSG,09/25/2024,LV,,49.0,47.0,,,,,Y,,,,
National,RMG,09/25/2024,LV,,50.0,48.0,,,,,Y,,,2952,
VA,VCU,09/25/2024,LV,762,47.0,37.0,,1.0,,2.0,Y,,,,
FL,McLaughlin,09/25/2024,LV,1200,45.0,51.0,,,,,Y,,,,
WI,BSG,09/25/2024,LV,,48.0,46.0,,,,,Y,,,,
NC,BSG,09/25/2024,LV,,49.0,46.0,,,,,Y,,,,
NV,BSG,09/25/2024,LV,,48.0,47.0,,,,,Y,,,,
National,Clarity,09/25/2024,LV,,51.0,44.0,,,,,Y,,,1000,
National,Big Village,09/25/2024,LV,,50.0,46.0,,,,,Y,,,1524,
National,Echelon,09/25/2024,LV,,52.0,45.0,,,,,Y,,,1005,
GA,BSG,09/25/2024,LV,,47.0,48.0,,,,,Y,,,,
MI,BSG,09/25/2024,LV,,49.0,46.0,,,,,Y,,,,
OH,Siena,09/26/2024,LV,687,44.0,50.0,,,,,Y,,,,
FL,PPP,09/26/2024,RV,808,46.0,50.0,,,,,Y,,,,
MI,Siena,09/26/2024,LV,688,48.0,47.0,,,,,Y,,,,
NE2,Siena,09/26/2024,LV,680,52.0,43.0,,,,,Y,,,,
ND,Lake Research Partners,09/26/2024,LV,500,40.0,50.0,,,,,Y,D,,,
National,Morning Consult,09/26/2024,LV,,50.0,45.0,,,,,Y,,,11381,
TX,PPP,09/26/2024,RV,,46.0,51.0,,,,,Y,,,,
National,Redfield,09/26/2024,LV,,47.0,44.0,,1.0,1.0,,Y,,,2021,
MN,SurveyUSA,09/26/2024,LV,708,50.0,44.0,,,,,Y,,,,
WI,Siena,09/26/2024,LV,680,49.0,47.0,,,,,Y,,,,
National,Outward Intelligence,09/26/2024,LV,,53.0,45.0,,,,,Y,,,1735,
WI,Marquette,09/26/2024,LV,798,52.0,48.0,,,,,Y,,,,
NC,East Carolina University,09/26/2024,LV,1005,47.0,49.0,,,1.0,,Y,,,,
FL,RMG,09/27/2024,LV,774,48.0,50.0,,,,,Y,,,,
OH,YouGov,09/27/2024,LV,1000,44.0,51.0,,,,,Y,,,,
NC,RMG,09/27/2024,LV,780,47.0,51.0,,,,,Y,,,,
National,YouGov,09/27/2024,LV,,48.0,45.0,,,,,Y,,,848,
PA,RMG,09/27/2024,LV,800,50.0,47.0,,,,,Y,,,,
TX,RMG,09/27/2024,LV,779,46.0,52.0,,,,,Y,,,,
MI,RMG,09/27/2024,LV,789,50.0,47.0,,,,,Y,,,,
MD,UMBC,09/28/2024,LV,863,57.0,35.0,,,,,Y,,,,
UT,PPP,09/28/2024,LV,612,39.0,54.0,,,,,Y,D,,,
IA,Cygnal,09/28/2024,LV,600,45.0,51.0,,,,,Y,R,,,
AZ,Emerson,09/28/2024,LV,920,48.0,52.0,,,,,Y,,,,
NC,Emerson,09/28/2024,LV,850,49.0,50.0,,,,,Y,,,,
National,Redfield,09/29/2024,LV,,48.0,46.0,1.0,0.0,0.0,,Y,,,1616,
NC,GSG,09/29/2024,LV,401,47.0,48.0,,,,,Y,,,,
NV,GSG,09/29/2024,LV,407,48.0,47.0,,,,,Y,,,,
GA,GSG,09/29/2024,LV,400,47.0,47.0,,,,,Y,,,,
WI,GSG,09/29/2024,LV,408,48.0,46.0,,,,,Y,,,,
AZ,GSG,09/29/2024,LV,400,48.0,47.0,,,,,Y,,,,
AZ,National Research,09/29/2024,LV,600,47.0,46.0,,,,,Y,R,,,
PA,Bullfinch,09/29/2024,RV,800,50.0,46.0,,,,,Y,,,,
National,Leger,09/29/2024,LV,,50.0,47.0,,,,,Y,,,837,
